"grid","year","severity","chs","low","mid","high","presumptive"
"standard",2016,"8","0",41,48,57,"commit"
"standard",2017,"8","0",41,48,57,"commit"
"standard",2018,"8","0",41,48,57,"commit"
"standard",2019,"8","0",41,48,57,"commit"
"standard",2020,"8","0",41,48,57,"commit"
"standard",2002,"8","1",54,58,62,"commit"
"standard",2003,"8","1",54,58,62,"commit"
"standard",2004,"8","1",54,58,62,"commit"
"standard",2005,"8","1",50,58,69,"commit"
"standard",2006,"8","1",50,58,69,"commit"
"standard",2007,"8","1",50,58,69,"commit"
"standard",2008,"8","1",50,58,69,"commit"
"standard",2009,"8","1",50,58,69,"commit"
"standard",2010,"8","1",50,58,69,"commit"
"standard",2011,"8","1",50,58,69,"commit"
"standard",2012,"8","1",50,58,69,"commit"
"standard",2013,"8","1",50,58,69,"commit"
"standard",2014,"8","1",50,58,69,"commit"
"standard",2015,"8","1",50,58,69,"commit"
"standard",2016,"8","1",50,58,69,"commit"
"standard",2017,"8","1",50,58,69,"commit"
"standard",2018,"8","1",50,58,69,"commit"
"standard",2019,"8","1",50,58,69,"commit"
"standard",2020,"8","1",50,58,69,"commit"
"standard",2002,"8","2",64,68,72,"commit"
"standard",2003,"8","2",64,68,72,"commit"
"standard",2004,"8","2",64,68,72,"commit"
"standard",2005,"8","2",58,68,81,"commit"
"standard",2006,"8","2",58,68,81,"commit"
"standard",2007,"8","2",58,68,81,"commit"
"standard",2008,"8","2",58,68,81,"commit"
"standard",2009,"8","2",58,68,81,"commit"
"standard",2010,"8","2",58,68,81,"commit"
"standard",2011,"8","2",58,68,81,"commit"
"standard",2012,"8","2",58,68,81,"commit"
"standard",2013,"8","2",58,68,81,"commit"
"standard",2014,"8","2",58,68,81,"commit"
"standard",2015,"8","2",58,68,81,"commit"
"standard",2016,"8","2",58,68,81,"commit"
"standard",2017,"8","2",58,68,81,"commit"
"standard",2018,"8","2",58,68,81,"commit"
"standard",2019,"8","2",58,68,81,"commit"
"standard",2020,"8","2",58,68,81,"commit"
"standard",2002,"8","3",74,78,82,"commit"
"standard",2003,"8","3",74,78,82,"commit"
"standard",2004,"8","3",74,78,82,"commit"
"standard",2005,"8","3",67,78,93,"commit"
"standard",2006,"8","3",67,78,93,"commit"
"standard",2007,"8","3",67,78,93,"commit"
"standard",2008,"8","3",67,78,93,"commit"
"standard",2009,"8","3",67,78,93,"commit"
"standard",2010,"8","3",67,78,93,"commit"
"standard",2011,"8","3",67,78,93,"commit"
"standard",2012,"8","3",67,78,93,"commit"
"standard",2013,"8","3",67,78,93,"commit"
"standard",2014,"8","3",67,78,93,"commit"
"standard",2015,"8","3",67,78,93,"commit"
"standard",2016,"8","3",67,78,93,"commit"
"standard",2017,"8","3",67,78,93,"commit"
"standard",2018,"8","3",67,78,93,"commit"
"standard",2019,"8","3",67,78,93,"commit"
"standard",2020,"8","3",67,78,93,"commit"
"standard",2002,"8","4",84,88,92,"commit"
"standard",2003,"8","4",84,88,92,"commit"
"standard",2004,"8","4",84,88,92,"commit"
"standard",2005,"8","4",75,88,105,"commit"
"standard",2006,"8","4",75,88,105,"commit"
"standard",2007,"8","4",75,88,105,"commit"
"standard",2008,"8","4",75,88,105,"commit"
"standard",2009,"8","4",75,88,105,"commit"
"standard",2010,"8","4",75,88,105,"commit"
"standard",2011,"8","4",75,88,105,"commit"
"standard",2012,"8","4",75,88,105,"commit"
"standard",2013,"8","4",75,88,105,"commit"
"standard",2014,"8","4",75,88,105,"commit"
"standard",2015,"8","4",75,88,105,"commit"
"standard",2016,"8","4",75,88,105,"commit"
"standard",2017,"8","4",75,88,105,"commit"
"standard",2018,"8","4",75,88,105,"commit"
"standard",2019,"8","4",75,88,105,"commit"
"standard",2020,"8","4",75,88,105,"commit"
"standard",2002,"8","5",94,98,102,"commit"
"standard",2003,"8","5",94,98,102,"commit"
"standard",2004,"8","5",94,98,102,"commit"
"standard",2005,"8","5",84,98,117,"commit"
"standard",2006,"8","5",84,98,117,"commit"
"standard",2007,"8","5",84,98,117,"commit"
"standard",2008,"8","5",84,98,117,"commit"
"standard",2009,"8","5",84,98,117,"commit"
"standard",2010,"8","5",84,98,117,"commit"
"standard",2011,"8","5",84,98,117,"commit"
"standard",2012,"8","5",84,98,117,"commit"
"standard",2013,"8","5",84,98,117,"commit"
"standard",2014,"8","5",84,98,117,"commit"
"standard",2015,"8","5",84,98,117,"commit"
"standard",2016,"8","5",84,98,117,"commit"
"standard",2017,"8","5",84,98,117,"commit"
"standard",2018,"8","5",84,98,117,"commit"
"standard",2019,"8","5",84,98,117,"commit"
"standard",2020,"8","5",84,98,117,"commit"
"standard",2002,"8","6",104,108,112,"commit"
"standard",2003,"8","6",104,108,112,"commit"
"standard",2004,"8","6",104,108,112,"commit"
"standard",2005,"8","6",92,108,129,"commit"
"standard",2006,"8","6",92,108,129,"commit"
"standard",2007,"8","6",92,108,129,"commit"
"standard",2008,"8","6",92,108,129,"commit"
"standard",2009,"8","6",92,108,129,"commit"
"standard",2010,"8","6",92,108,129,"commit"
"standard",2011,"8","6",92,108,129,"commit"
"standard",2012,"8","6",92,108,129,"commit"
"standard",2013,"8","6",92,108,129,"commit"
"standard",2014,"8","6",92,108,129,"commit"
"standard",2015,"8","6",92,108,129,"commit"
"standard",2016,"8","6",92,108,129,"commit"
"standard",2017,"8","6",92,108,129,"commit"
"standard",2018,"8","6",92,108,129,"commit"
"standard",2019,"8","6",92,108,129,"commit"
"standard",2020,"8","6",92,108,129,"commit"
"standard",2002,"9","0",81,86,91,"commit"
"standard",2003,"9","0",81,86,91,"commit"
"standard",2004,"9","0",81,86,91,"commit"
"standard",2005,"9","0",74,86,103,"commit"
"standard",2006,"9","0",74,86,103,"commit"
"standard",2007,"9","0",74,86,103,"commit"
"standard",2008,"9","0",74,86,103,"commit"
"standard",2009,"9","0",74,86,103,"commit"
"standard",2010,"9","0",74,86,103,"commit"
"standard",2011,"9","0",74,86,103,"commit"
"standard",2012,"9","0",74,86,103,"commit"
"standard",2013,"9","0",74,86,103,"commit"
"standard",2014,"9","0",74,86,103,"commit"
"standard",2015,"9","0",74,86,103,"commit"
"standard",2016,"9","0",74,86,103,"commit"
"standard",2017,"9","0",74,86,103,"commit"
"standard",2018,"9","0",74,86,103,"commit"
"standard",2019,"9","0",74,86,103,"commit"
"standard",2020,"9","0",74,86,103,"commit"
"standard",2002,"9","1",93,98,103,"commit"
"standard",2003,"9","1",93,98,103,"commit"
"standard",2004,"9","1",93,98,103,"commit"
"standard",2005,"9","1",84,98,117,"commit"
"standard",2006,"9","1",84,98,117,"commit"
"standard",2007,"9","1",84,98,117,"commit"
"standard",2008,"9","1",84,98,117,"commit"
"standard",2009,"9","1",84,98,117,"commit"
"standard",2010,"9","1",84,98,117,"commit"
"standard",2011,"9","1",84,98,117,"commit"
"standard",2012,"9","1",84,98,117,"commit"
"standard",2013,"9","1",84,98,117,"commit"
"standard",2014,"9","1",84,98,117,"commit"
"standard",2015,"9","1",84,98,117,"commit"
"standard",2016,"9","1",84,98,117,"commit"
"standard",2017,"9","1",84,98,117,"commit"
"standard",2018,"9","1",84,98,117,"commit"
"standard",2019,"9","1",84,98,117,"commit"
"standard",2020,"9","1",84,98,117,"commit"
"standard",2002,"9","2",105,110,115,"commit"
"standard",2003,"9","2",105,110,115,"commit"
"standard",2004,"9","2",105,110,115,"commit"
"standard",2005,"9","2",94,110,132,"commit"
"standard",2006,"9","2",94,110,132,"commit"
"standard",2007,"9","2",94,110,132,"commit"
"standard",2008,"9","2",94,110,132,"commit"
"standard",2009,"9","2",94,110,132,"commit"
"standard",2010,"9","2",94,110,132,"commit"
"standard",2011,"9","2",94,110,132,"commit"
"standard",2012,"9","2",94,110,132,"commit"
"standard",2013,"9","2",94,110,132,"commit"
"standard",2014,"9","2",94,110,132,"commit"
"standard",2015,"9","2",94,110,132,"commit"
"standard",2016,"9","2",94,110,132,"commit"
"standard",2017,"9","2",94,110,132,"commit"
"standard",2018,"9","2",94,110,132,"commit"
"standard",2019,"9","2",94,110,132,"commit"
"standard",2020,"9","2",94,110,132,"commit"
"standard",2002,"9","3",117,122,127,"commit"
"standard",2003,"9","3",117,122,127,"commit"
"standard",2004,"9","3",117,122,127,"commit"
"standard",2005,"9","3",104,122,146,"commit"
"standard",2006,"9","3",104,122,146,"commit"
"standard",2007,"9","3",104,122,146,"commit"
"standard",2008,"9","3",104,122,146,"commit"
"standard",2009,"9","3",104,122,146,"commit"
"standard",2010,"9","3",104,122,146,"commit"
"standard",2011,"9","3",104,122,146,"commit"
"standard",2012,"9","3",104,122,146,"commit"
"standard",2013,"9","3",104,122,146,"commit"
"standard",2014,"9","3",104,122,146,"commit"
"standard",2015,"9","3",104,122,146,"commit"
"standard",2016,"9","3",104,122,146,"commit"
"standard",2017,"9","3",104,122,146,"commit"
"standard",2018,"9","3",104,122,146,"commit"
"standard",2019,"9","3",104,122,146,"commit"
"standard",2020,"9","3",104,122,146,"commit"
"standard",2002,"9","4",129,134,139,"commit"
"standard",2003,"9","4",129,134,139,"commit"
"standard",2004,"9","4",129,134,139,"commit"
"standard",2005,"9","4",114,134,160,"commit"
"standard",2006,"9","4",114,134,160,"commit"
"standard",2007,"9","4",114,134,160,"commit"
"standard",2008,"9","4",114,134,160,"commit"
"standard",2009,"9","4",114,134,160,"commit"
"standard",2010,"9","4",114,134,160,"commit"
"standard",2011,"9","4",114,134,160,"commit"
"standard",2012,"9","4",114,134,160,"commit"
"standard",2013,"9","4",114,134,160,"commit"
"standard",2014,"9","4",114,134,160,"commit"
"standard",2015,"9","4",114,134,160,"commit"
"standard",2016,"9","4",114,134,160,"commit"
"standard",2017,"9","4",114,134,160,"commit"
"standard",2018,"9","4",114,134,160,"commit"
"standard",2019,"9","4",114,134,160,"commit"
"standard",2020,"9","4",114,134,160,"commit"
"standard",2002,"9","5",141,146,151,"commit"
"standard",2003,"9","5",141,146,151,"commit"
"standard",2004,"9","5",141,146,151,"commit"
"standard",2005,"9","5",125,146,175,"commit"
"standard",2006,"9","5",125,146,175,"commit"
"standard",2007,"9","5",125,146,175,"commit"
"standard",2008,"9","5",125,146,175,"commit"
"standard",2009,"9","5",125,146,175,"commit"
"standard",2010,"9","5",125,146,175,"commit"
"standard",2011,"9","5",125,146,175,"commit"
"standard",2012,"9","5",125,146,175,"commit"
"standard",2013,"9","5",125,146,175,"commit"
"standard",2014,"9","5",125,146,175,"commit"
"standard",2015,"9","5",125,146,175,"commit"
"standard",2016,"9","5",125,146,175,"commit"
"standard",2017,"9","5",125,146,175,"commit"
"standard",2018,"9","5",125,146,175,"commit"
"standard",2019,"9","5",125,146,175,"commit"
"standard",2020,"9","5",125,146,175,"commit"
"standard",2002,"9","6",153,158,163,"commit"
"standard",2003,"9","6",153,158,163,"commit"
"standard",2004,"9","6",153,158,163,"commit"
"standard",2005,"9","6",135,158,189,"commit"
"standard",2006,"9","6",135,158,189,"commit"
"standard",2007,"9","6",135,158,189,"commit"
"standard",2008,"9","6",135,158,189,"commit"
"standard",2009,"9","6",135,158,189,"commit"
"standard",2010,"9","6",135,158,189,"commit"
"standard",2011,"9","6",135,158,189,"commit"
"standard",2012,"9","6",135,158,189,"commit"
"standard",2013,"9","6",135,158,189,"commit"
"standard",2014,"9","6",135,158,189,"commit"
"standard",2015,"9","6",135,158,189,"commit"
"standard",2016,"9","6",135,158,189,"commit"
"standard",2017,"9","6",135,158,189,"commit"
"standard",2018,"9","6",135,158,189,"commit"
"standard",2019,"9","6",135,158,189,"commit"
"standard",2020,"9","6",135,158,189,"commit"
"sex",2006,"A","0",144,144,172,"commit"
"sex",2007,"A","0",144,144,172,"commit"
"sex",2008,"A","0",144,144,172,"commit"
"sex",2009,"A","0",144,144,172,"commit"
"sex",2010,"A","0",144,144,172,"commit"
"sex",2011,"A","0",144,144,172,"commit"
"sex",2012,"A","0",144,144,172,"commit"
"sex",2013,"A","0",144,144,172,"commit"
"sex",2014,"A","0",144,144,172,"commit"
"sex",2015,"A","0",144,144,172,"commit"
"sex",2016,"A","0",144,144,172,"commit"
"sex",2017,"A","0",144,144,172,"commit"
"sex",2018,"A","0",144,144,172,"commit"
"sex",2019,"A","0",144,144,172,"commit"
"sex",2020,"A","0",144,144,172,"commit"
"sex",2006,"A","1",144,156,187,"commit"
"sex",2007,"A","1",144,156,187,"commit"
"sex",2008,"A","1",144,156,187,"commit"
"sex",2009,"A","1",144,156,187,"commit"
"sex",2010,"A","1",144,156,187,"commit"
"sex",2011,"A","1",144,156,187,"commit"
"sex",2012,"A","1",144,156,187,"commit"
"sex",2013,"A","1",144,156,187,"commit"
"sex",2014,"A","1",144,156,187,"commit"
"sex",2015,"A","1",144,156,187,"commit"
"sex",2016,"A","1",144,156,187,"commit"
"sex",2017,"A","1",144,156,187,"commit"
"sex",2018,"A","1",144,156,187,"commit"
"sex",2019,"A","1",144,156,187,"commit"
"sex",2020,"A","1",144,156,187,"commit"
"sex",2006,"A","2",144,168,201,"commit"
"sex",2007,"A","2",144,168,201,"commit"
"sex",2008,"A","2",144,168,201,"commit"
"sex",2009,"A","2",144,168,201,"commit"
"sex",2010,"A","2",144,168,201,"commit"
"sex",2011,"A","2",144,168,201,"commit"
"sex",2012,"A","2",144,168,201,"commit"
"sex",2013,"A","2",144,168,201,"commit"
"sex",2014,"A","2",144,168,201,"commit"
"sex",2015,"A","2",144,168,201,"commit"
"sex",2016,"A","2",144,168,201,"commit"
"sex",2017,"A","2",144,168,201,"commit"
"sex",2018,"A","2",144,168,201,"commit"
"sex",2019,"A","2",144,168,201,"commit"
"sex",2020,"A","2",144,168,201,"commit"
"sex",2006,"A","3",153,180,216,"commit"
"sex",2007,"A","3",153,180,216,"commit"
"sex",2008,"A","3",153,180,216,"commit"
"sex",2009,"A","3",153,180,216,"commit"
"sex",2010,"A","3",153,180,216,"commit"
"sex",2011,"A","3",153,180,216,"commit"
"sex",2012,"A","3",153,180,216,"commit"
"sex",2013,"A","3",153,180,216,"commit"
"sex",2014,"A","3",153,180,216,"commit"
"sex",2015,"A","3",153,180,216,"commit"
"sex",2016,"A","3",153,180,216,"commit"
"sex",2017,"A","3",153,180,216,"commit"
"sex",2018,"A","3",153,180,216,"commit"
"sex",2019,"A","3",153,180,216,"commit"
"sex",2020,"A","3",153,180,216,"commit"
"sex",2006,"A","4",199,234,280,"commit"
"sex",2007,"A","4",199,234,280,"commit"
"sex",2008,"A","4",199,234,280,"commit"
"sex",2009,"A","4",199,234,280,"commit"
"sex",2010,"A","4",199,234,280,"commit"
"sex",2011,"A","4",199,234,280,"commit"
"sex",2012,"A","4",199,234,280,"commit"
"sex",2013,"A","4",199,234,280,"commit"
"sex",2014,"A","4",199,234,280,"commit"
"sex",2015,"A","4",199,234,280,"commit"
"sex",2016,"A","4",199,234,280,"commit"
"sex",2017,"A","4",199,234,280,"commit"
"sex",2018,"A","4",199,234,280,"commit"
"sex",2019,"A","4",199,234,280,"commit"
"sex",2020,"A","4",199,234,280,"commit"
"sex",2006,"A","5",261,306,360,"commit"
"sex",2007,"A","5",261,306,360,"commit"
"sex",2008,"A","5",261,306,360,"commit"
"sex",2009,"A","5",261,306,360,"commit"
"sex",2010,"A","5",261,306,360,"commit"
"sex",2011,"A","5",261,306,360,"commit"
"sex",2012,"A","5",261,306,360,"commit"
"sex",2013,"A","5",261,306,360,"commit"
"sex",2014,"A","5",261,306,360,"commit"
"sex",2015,"A","5",261,306,360,"commit"
"sex",2016,"A","5",261,306,360,"commit"
"sex",2017,"A","5",261,306,360,"commit"
"sex",2018,"A","5",261,306,360,"commit"
"sex",2019,"A","5",261,306,360,"commit"
"sex",2020,"A","5",261,306,360,"commit"
"sex",2006,"A","6",306,360,360,"commit"
"sex",2007,"A","6",306,360,360,"commit"
"sex",2008,"A","6",306,360,360,"commit"
"sex",2009,"A","6",306,360,360,"commit"
"sex",2010,"A","6",306,360,360,"commit"
"sex",2011,"A","6",306,360,360,"commit"
"sex",2012,"A","6",306,360,360,"commit"
"sex",2013,"A","6",306,360,360,"commit"
"sex",2014,"A","6",306,360,360,"commit"
"sex",2015,"A","6",306,360,360,"commit"
"sex",2016,"A","6",306,360,360,"commit"
"sex",2017,"A","6",306,360,360,"commit"
"sex",2018,"A","6",306,360,360,"commit"
"sex",2019,"A","6",306,360,360,"commit"
"sex",2020,"A","6",306,360,360,"commit"
"sex",2006,"B","0",90,90,108,"commit"
"sex",2007,"B","0",90,90,108,"commit"
"sex",2008,"B","0",90,90,108,"commit"
"sex",2009,"B","0",90,90,108,"commit"
"sex",2010,"B","0",90,90,108,"commit"
"sex",2011,"B","0",90,90,108,"commit"
"sex",2012,"B","0",90,90,108,"commit"
"sex",2013,"B","0",90,90,108,"commit"
"sex",2014,"B","0",90,90,108,"commit"
"sex",2015,"B","0",90,90,108,"commit"
"sex",2016,"B","0",90,90,108,"commit"
"sex",2017,"B","0",90,90,90,"commit"
"sex",2018,"B","0",90,90,108,"commit"
"sex",2019,"B","0",90,90,108,"commit"
"sex",2020,"B","0",90,90,108,"commit"
"sex",2006,"B","1",94,110,132,"commit"
"sex",2007,"B","1",94,110,132,"commit"
"sex",2008,"B","1",94,110,132,"commit"
"sex",2009,"B","1",94,110,132,"commit"
"sex",2010,"B","1",94,110,132,"commit"
"sex",2011,"B","1",94,110,132,"commit"
"sex",2012,"B","1",94,110,132,"commit"
"sex",2013,"B","1",94,110,132,"commit"
"sex",2014,"B","1",94,110,132,"commit"
"sex",2015,"B","1",94,110,132,"commit"
"sex",2016,"B","1",94,110,132,"commit"
"sex",2017,"B","1",94,110,132,"commit"
"sex",2018,"B","1",94,110,132,"commit"
"sex",2019,"B","1",94,110,132,"commit"
"sex",2020,"B","1",94,110,132,"commit"
"sex",2006,"B","2",111,130,156,"commit"
"sex",2007,"B","2",111,130,156,"commit"
"sex",2008,"B","2",111,130,156,"commit"
"sex",2009,"B","2",111,130,156,"commit"
"sex",2010,"B","2",111,130,156,"commit"
"sex",2011,"B","2",111,130,156,"commit"
"sex",2012,"B","2",111,130,156,"commit"
"sex",2013,"B","2",111,130,156,"commit"
"sex",2014,"B","2",111,130,156,"commit"
"sex",2015,"B","2",111,130,156,"commit"
"sex",2016,"B","2",111,130,156,"commit"
"sex",2017,"B","2",111,130,156,"commit"
"sex",2018,"B","2",111,130,156,"commit"
"sex",2019,"B","2",111,130,156,"commit"
"sex",2020,"B","2",111,130,156,"commit"
"sex",2006,"B","3",128,150,180,"commit"
"sex",2007,"B","3",128,150,180,"commit"
"sex",2008,"B","3",128,150,180,"commit"
"sex",2009,"B","3",128,150,180,"commit"
"sex",2010,"B","3",128,150,180,"commit"
"sex",2011,"B","3",128,150,180,"commit"
"sex",2012,"B","3",128,150,180,"commit"
"sex",2013,"B","3",128,150,180,"commit"
"sex",2014,"B","3",128,150,180,"commit"
"sex",2015,"B","3",128,150,180,"commit"
"sex",2016,"B","3",128,150,180,"commit"
"sex",2017,"B","3",128,150,180,"commit"
"sex",2018,"B","3",128,150,180,"commit"
"sex",2019,"B","3",128,150,180,"commit"
"sex",2020,"B","3",128,150,180,"commit"
"sex",2006,"B","4",166,195,234,"commit"
"sex",2007,"B","4",166,195,234,"commit"
"sex",2008,"B","4",166,195,234,"commit"
"sex",2009,"B","4",166,195,234,"commit"
"sex",2010,"B","4",166,195,234,"commit"
"sex",2011,"B","4",166,195,234,"commit"
"sex",2012,"B","4",166,195,234,"commit"
"sex",2013,"B","4",166,195,234,"commit"
"sex",2014,"B","4",166,195,234,"commit"
"sex",2015,"B","4",166,195,234,"commit"
"sex",2016,"B","4",166,195,234,"commit"
"sex",2017,"B","4",166,195,234,"commit"
"sex",2018,"B","4",166,195,234,"commit"
"sex",2019,"B","4",166,195,234,"commit"
"sex",2020,"B","4",166,195,234,"commit"
"sex",2006,"B","5",217,255,300,"commit"
"sex",2007,"B","5",217,255,300,"commit"
"sex",2008,"B","5",217,255,300,"commit"
"sex",2009,"B","5",217,255,300,"commit"
"sex",2010,"B","5",217,255,300,"commit"
"sex",2011,"B","5",217,255,300,"commit"
"sex",2012,"B","5",217,255,300,"commit"
"sex",2013,"B","5",217,255,300,"commit"
"sex",2014,"B","5",217,255,300,"commit"
"sex",2015,"B","5",217,255,300,"commit"
"sex",2016,"B","5",217,255,300,"commit"
"sex",2017,"B","5",217,255,300,"commit"
"sex",2018,"B","5",217,255,300,"commit"
"sex",2019,"B","5",217,255,300,"commit"
"sex",2020,"B","5",217,255,300,"commit"
"sex",2006,"B","6",255,300,300,"commit"
"sex",2007,"B","6",255,300,300,"commit"
"sex",2008,"B","6",255,300,300,"commit"
"sex",2009,"B","6",255,300,300,"commit"
"sex",2010,"B","6",255,300,300,"commit"
"sex",2011,"B","6",255,300,300,"commit"
"sex",2012,"B","6",255,300,300,"commit"
"sex",2013,"B","6",255,300,300,"commit"
"sex",2014,"B","6",255,300,300,"commit"
"sex",2015,"B","6",255,300,300,"commit"
"sex",2016,"B","6",255,300,300,"commit"
"sex",2017,"B","6",255,300,300,"commit"
"sex",2018,"B","6",255,300,300,"commit"
"sex",2019,"B","6",255,300,300,"commit"
"sex",2020,"B","6",255,300,300,"commit"
"sex",2006,"C","0",41,48,57,"commit"
"sex",2007,"C","0",41,48,57,"commit"
"sex",2008,"C","0",41,48,57,"commit"
"sex",2009,"C","0",41,48,57,"commit"
"sex",2010,"C","0",41,48,57,"commit"
"sex",2011,"C","0",41,48,57,"commit"
"sex",2012,"C","0",41,48,57,"commit"
"sex",2013,"C","0",41,48,57,"commit"
"sex",2014,"C","0",41,48,57,"commit"
"sex",2015,"C","0",41,48,57,"commit"
"sex",2016,"C","0",41,48,57,"commit"
"sex",2017,"C","0",41,48,57,"commit"
"sex",2018,"C","0",41,48,57,"commit"
"sex",2019,"C","0",41,48,57,"commit"
"sex",2020,"C","0",41,48,57,"commit"
"sex",2006,"C","1",53,62,74,"commit"
"sex",2007,"C","1",53,62,74,"commit"
"sex",2008,"C","1",53,62,74,"commit"
"sex",2009,"C","1",53,62,74,"commit"
"sex",2010,"C","1",53,62,74,"commit"
"sex",2011,"C","1",53,62,74,"commit"
"sex",2012,"C","1",53,62,74,"commit"
"sex",2013,"C","1",53,62,74,"commit"
"sex",2014,"C","1",53,62,74,"commit"
"sex",2015,"C","1",53,62,74,"commit"
"sex",2016,"C","1",53,62,74,"commit"
"sex",2017,"C","1",53,62,74,"commit"
"sex",2018,"C","1",53,62,74,"commit"
"sex",2019,"C","1",53,62,74,"commit"
"sex",2020,"C","1",53,62,74,"commit"
"sex",2006,"C","2",65,76,91,"commit"
"sex",2007,"C","2",65,76,91,"commit"
"sex",2008,"C","2",65,76,91,"commit"
"sex",2009,"C","2",65,76,91,"commit"
"sex",2010,"C","2",65,76,91,"commit"
"sex",2011,"C","2",65,76,91,"commit"
"sex",2012,"C","2",65,76,91,"commit"
"sex",2013,"C","2",65,76,91,"commit"
"sex",2014,"C","2",65,76,91,"commit"
"sex",2015,"C","2",65,76,91,"commit"
"sex",2016,"C","2",65,76,91,"commit"
"sex",2017,"C","2",65,76,91,"commit"
"sex",2018,"C","2",65,76,91,"commit"
"sex",2019,"C","2",65,76,91,"commit"
"sex",2020,"C","2",65,76,91,"commit"
"sex",2006,"C","3",77,90,108,"commit"
"sex",2007,"C","3",77,90,108,"commit"
"sex",2008,"C","3",77,90,108,"commit"
"sex",2009,"C","3",77,90,108,"commit"
"sex",2010,"C","3",77,90,108,"commit"
"sex",2011,"C","3",77,90,108,"commit"
"sex",2012,"C","3",77,90,108,"commit"
"sex",2013,"C","3",77,90,108,"commit"
"sex",2014,"C","3",77,90,108,"commit"
"sex",2015,"C","3",77,90,108,"commit"
"sex",2016,"C","3",77,90,108,"commit"
"sex",2017,"C","3",77,90,108,"commit"
"sex",2018,"C","3",77,90,108,"commit"
"sex",2019,"C","3",77,90,108,"commit"
"sex",2020,"C","3",77,90,108,"commit"
"sex",2006,"C","4",100,117,140,"commit"
"sex",2007,"C","4",100,117,140,"commit"
"sex",2008,"C","4",100,117,140,"commit"
"sex",2009,"C","4",100,117,140,"commit"
"sex",2010,"C","4",100,117,140,"commit"
"sex",2011,"C","4",100,117,140,"commit"
"sex",2012,"C","4",100,117,140,"commit"
"sex",2013,"C","4",100,117,140,"commit"
"sex",2014,"C","4",100,117,140,"commit"
"sex",2015,"C","4",100,117,140,"commit"
"sex",2016,"C","4",100,117,140,"commit"
"sex",2017,"C","4",100,117,140,"commit"
"sex",2018,"C","4",100,117,140,"commit"
"sex",2019,"C","4",100,117,140,"commit"
"sex",2020,"C","4",100,117,140,"commit"
"sex",2006,"C","5",131,153,180,"commit"
"sex",2007,"C","5",131,153,180,"commit"
"sex",2008,"C","5",131,153,180,"commit"
"sex",2009,"C","5",131,153,180,"commit"
"sex",2010,"C","5",131,153,180,"commit"
"sex",2011,"C","5",131,153,180,"commit"
"sex",2012,"C","5",131,153,180,"commit"
"sex",2013,"C","5",131,153,180,"commit"
"sex",2014,"C","5",131,153,180,"commit"
"sex",2015,"C","5",131,153,180,"commit"
"sex",2016,"C","5",131,153,180,"commit"
"sex",2017,"C","5",131,153,180,"commit"
"sex",2018,"C","5",131,153,180,"commit"
"sex",2019,"C","5",131,153,180,"commit"
"sex",2020,"C","5",131,153,180,"commit"
"sex",2006,"C","6",153,180,180,"commit"
"sex",2007,"C","6",153,180,180,"commit"
"sex",2008,"C","6",153,180,180,"commit"
"sex",2009,"C","6",153,180,180,"commit"
"sex",2010,"C","6",153,180,180,"commit"
"sex",2011,"C","6",153,180,180,"commit"
"sex",2012,"C","6",153,180,180,"commit"
"sex",2013,"C","6",153,180,180,"commit"
"sex",2014,"C","6",153,180,180,"commit"
"sex",2015,"C","6",153,180,180,"commit"
"sex",2016,"C","6",153,180,180,"commit"
"sex",2017,"C","6",153,180,180,"commit"
"sex",2018,"C","6",153,180,180,"commit"
"sex",2019,"C","6",153,180,180,"commit"
"sex",2020,"C","6",153,180,180,"commit"
"sex",2006,"D","0",36,36,36,"stay"
"sex",2007,"D","0",36,36,36,"stay"
"sex",2008,"D","0",36,36,36,"stay"
"sex",2009,"D","0",36,36,36,"stay"
"sex",2010,"D","0",36,36,36,"stay"
"sex",2011,"D","0",36,36,36,"stay"
"sex",2012,"D","0",36,36,36,"stay"
"sex",2013,"D","0",36,36,36,"stay"
"sex",2014,"D","0",36,36,36,"stay"
"sex",2015,"D","0",36,36,36,"stay"
"sex",2016,"D","0",36,36,36,"stay"
"sex",2017,"D","0",36,36,36,"stay"
"sex",2018,"D","0",36,36,36,"stay"
"sex",2019,"D","0",36,36,36,"stay"
"sex",2020,"D","0",36,36,36,"stay"
"sex",2006,"D","1",48,48,48,"stay"
"sex",2007,"D","1",48,48,48,"stay"
"sex",2008,"D","1",48,48,48,"stay"
"sex",2009,"D","1",48,48,48,"stay"
"sex",2010,"D","1",48,48,48,"stay"
"sex",2011,"D","1",48,48,48,"stay"
"sex",2012,"D","1",48,48,48,"stay"
"sex",2013,"D","1",48,48,48,"stay"
"sex",2014,"D","1",48,48,48,"stay"
"sex",2015,"D","1",48,48,48,"stay"
"sex",2016,"D","1",48,48,48,"stay"
"sex",2017,"D","1",48,48,48,"stay"
"sex",2018,"D","1",48,48,48,"stay"
"sex",2019,"D","1",48,48,48,"stay"
"sex",2020,"D","1",48,48,48,"stay"
"sex",2006,"D","2",51,60,72,"commit"
"sex",2007,"D","2",51,60,72,"commit"
"sex",2008,"D","2",51,60,72,"commit"
"sex",2009,"D","2",51,60,72,"commit"
"sex",2010,"D","2",51,60,72,"commit"
"sex",2011,"D","2",51,60,72,"commit"
"sex",2012,"D","2",51,60,72,"commit"
"sex",2013,"D","2",51,60,72,"commit"
"sex",2014,"D","2",51,60,72,"commit"
"sex",2015,"D","2",51,60,72,"commit"
